02599114-a	Aberdonian	adj.pert	nil	08892186-n	Aberdeen	noun.location	City@	
02599269-a	Abkhaz	adj.pert	nil	09019355-n	Abkhaz	noun.location	StateOrProvince@	
02599269-a	Abkhazian	adj.pert	nil	09019355-n	Abkhazia	noun.location	StateOrProvince@	
02600893-a	Achaean	adj.pert	nil	08782490-n	Achaea	noun.location	GeographicArea@	
02600999-a	Aeolian	adj.pert	CognitiveAgent+	08784104-n	Aeolis	noun.location	LandArea@	
03003928-a	Afghan	adj.pert	Nation@	08703454-n	Afghanistan	noun.location	Afghanistan=	
03003928-a	Afghani	adj.pert	Nation@	08703454-n	Afghanistan	noun.location	Afghanistan=	
03003928-a	Afghanistani	adj.pert	Nation@	08703454-n	Afghanistan	noun.location	Afghanistan=	
03042394-a	Afrikaans	adj.pert	EthnicGroup@	08999482-n	South_Africa	noun.location	SouthAfrica=	
03042394-a	Afrikaner	adj.pert	EthnicGroup@	08999482-n	South_Africa	noun.location	SouthAfrica=	
02609503-a	Alaskan	adj.pert	nil	09055015-n	Alaska	noun.location	Alaska=	
02609813-a	Albanian	adj.pert	EthnicGroup@	08704822-n	Albania	noun.location	Albania=	
02977826-a	Algerian	adj.pert	Nation@	08705397-n	Algeria	noun.location	Algeria=	
02972344-a	Alsatian	adj.pert	LandArea@	08940209-n	Alsace	noun.location	LandArea@	
02927512-a	American	adj.pert	UnitedStates=	09044862-n	America	noun.location	UnitedStates=	
02621799-a	Andalusian	adj.pert	GeographicArea+	08493261-n	Andalusia	noun.location	GeographicArea@	
02978000-a	Andorran	adj.pert	LandArea@	09023118-n	Andorra	noun.location	Andorra=	
02921199-a	Anglo-Indian	adj.pert	EthnicGroup@	08900535-n	India	noun.location	India=	
03042812-a	Angolan	adj.pert	Nation@	08707917-n	Angola	noun.location	Angola=	
03042986-a	Anguillan	adj.pert	GeopoliticalArea@	08708742-n	Anguilla	noun.location	GeopoliticalArea@	
02927803-a	anti-American	adj.pert	nil	09044862-n	America	noun.location	UnitedStates=	x
03043667-a	Antiguan	adj.pert	Island@	08709945-n	Antigua	noun.location	Island@	
02630695-a	antipodal	adj.pert	GeographicArea+	08631750-n	antipodes	noun.location	GeographicArea+	x
02630695-a	antipodean	adj.pert	GeographicArea+	08631750-n	antipodes	noun.location	GeographicArea+	x
02633696-a	apogean	adj.pert	AstronomicalBody+	08495420-n	apogee	noun.location	Region+	
02635395-a	Appalachian	adj.pert	GeographicArea+	08493493-n	Appalachia	noun.location	GeographicArea@	
03044566-a	Arabian	adj.pert	LandArea@	08847694-n	Arabia	noun.location	LandArea@	
02637182-a	Aramaean	adj.pert	nil	09033813-n	Aram	noun.location	Nation@	
02637182-a	Aramean	adj.pert	nil	09033813-n	Aram	noun.location	Nation@	
02639193-a	archdiocesan	adj.pert	ReligiousOrganization+	08550862-n	archdiocese	noun.location	GeopoliticalArea+	x
02640503-a	areal	adj.pert	GeographicArea=	08497294-n	area	noun.location	GeographicArea+	x
02966972-a	Argentine	adj.pert	Nation@	08711974-n	Argentina	noun.location	Argentina=	
02966972-a	Argentinian	adj.pert	Nation@	08711974-n	Argentina	noun.location	Argentina=	
03017788-a	Argive	adj.pert	City@	08786660-n	Argos	noun.location	City@	
02625648-a	Armenian	adj.pert	nil	09017526-n	Armenia	noun.location	Armenia=	
02977465-a	Assamese	adj.pert	StateOrProvince@	08902097-n	Assam	noun.location	StateOrProvince@	
02972499-a	Athenian	adj.pert	City@	08785343-n	Athens	noun.location	City@	
02831736-a	atmospheric	adj.pert	Region+	08499057-n	atmosphere	noun.location	EarthsAtmosphere+	x
02831736-a	atmospherical	adj.pert	Region+	08499057-n	atmosphere	noun.location	EarthsAtmosphere+	x
03017286-a	Attic	adj.pert	City@	08786283-n	Attica	noun.location	LandArea@	
02650425-a	Australasian	adj.pert	GeographicArea@	08836165-n	Australasia	noun.location	LandArea@	
02961099-a	Austrian	adj.pert	Nation@	08845555-n	Austria	noun.location	Austria=	
02977638-a	Austronesian	adj.pert	Island+	08836329-n	Austronesia	noun.location	LandArea@	
02655560-a	Azerbaijani	adj.pert	nil	09018162-n	Azerbaijan	noun.location	Azerbaijan=	
02656539-a	Babylonian	adj.pert	nil	08916832-n	Babylon	noun.location	City@	
03045992-a	Bahamian	adj.pert	Nation@	08847268-n	Bahamas	noun.location	Island@	
03046184-a	Bahraini	adj.pert	Nation@	08848421-n	Bahrain	noun.location	Island@	
02962659-a	Baltic	adj.pert	GeopoliticalArea@	09012101-n	Baltic_State	noun.location	Nation+	
03046349-a	Bangladeshi	adj.pert	Nation@	08848731-n	Bangladesh	noun.location	Bangladesh=	
03047188-a	Barbadian	adj.pert	Nation@	08755214-n	Barbados	noun.location	LandArea@	
02659733-a	basilar	adj.pert	PositionalAttribute+	08511777-n	base	noun.location	Object+	x
02659733-a	basilary	adj.pert	PositionalAttribute+	08511777-n	base	noun.location	Object+	x
02969775-a	Bavarian	adj.pert	StateOrProvince@	08771596-n	Bavaria	noun.location	StateOrProvince@	
02660940-a	Belarusian	adj.pert	nil	09011151-n	Belarus	noun.location	Belarus=	
02960507-a	Belgian	adj.pert	Nation@	08849753-n	Belgium	noun.location	Belgium=	
03047714-a	Bengali	adj.pert	LandArea@	08710535-n	Bengal	noun.location	LandArea@	
03047898-a	Beninese	adj.pert	Nation@	08759420-n	Benin	noun.location	Benin=	
02661574-a	benthal	adj.pert	bottom+	08578517-n	benthos	noun.location	GeographicArea@	
02661574-a	benthic	adj.pert	bottom+	08578517-n	benthos	noun.location	GeographicArea@	
02661574-a	benthonic	adj.pert	bottom+	08578517-n	benthos	noun.location	GeographicArea@	
03048046-a	Bermudan	adj.pert	Nation@	08710678-n	Bermuda	noun.location	LandArea@	
03048204-a	Bhutanese	adj.pert	Nation@	08852209-n	Bhutan	noun.location	Bhutan=	
03132360-a	bizonal	adj.pert	GeographicArea+	08509442-n	zone	noun.location	GeographicArea+	x
03017468-a	Boeotian	adj.pert	GeopoliticalArea@	08789243-n	Boeotia	noun.location	LandArea@	
02667426-a	Bohemian	adj.pert	nil	08758882-n	Bohemia	noun.location	GeographicArea@	
02967485-a	Bolivian	adj.pert	Nation@	08852843-n	Bolivia	noun.location	Bolivia=	
02964629-a	Bosnian	adj.pert	GeopoliticalArea@	08817630-n	Bosnia-Herzegovina	noun.location	Nation@	
02668585-a	Botswanan	adj.pert	nil	08852389-n	Botswana	noun.location	Botswana=	
02966829-a	Brazilian	adj.pert	Nation@	08853741-n	Brazil	noun.location	Brazil=	
03022177-a	British	adj.pert	UnitedKingdomOfGreatBritainAndNorthernIreland=	08858942-n	Great_Britain	noun.location	Island@	
03051035-a	Bruneian	adj.pert	Nation@	08896092-n	Brunei	noun.location	Brunei=	
03051307-a	Bulgarian	adj.pert	Nation@	08714132-n	Bulgaria	noun.location	Bulgaria=	
03052018-a	Burmese	adj.pert	Nation@	08715390-n	Myanmar	noun.location	Myanmar=	
03052218-a	Burundi	adj.pert	Nation@	08716219-n	Burundi	noun.location	Burundi=	
03052218-a	Burundian	adj.pert	Nation@	08716219-n	Burundi	noun.location	Burundi=	
02969925-a	Byzantine	adj.pert	GeopoliticalArea@	08800676-n	Byzantine_Empire	noun.location	LandArea@	
02978495-a	Calcuttan	adj.pert	City@	08903636-n	Calcutta	noun.location	CalcuttaIndia=	
03052403-a	Californian	adj.pert	StateOrProvince@	09060768-n	California	noun.location	California=	
02968828-a	Cambodian	adj.pert	Nation@	08716738-n	Cambodia	noun.location	Cambodia=	
03130073-a	Cambrian	adj.pert	GeopoliticalArea@	08894456-n	Cambria	noun.location	Nation@	
03052588-a	Cameroonian	adj.pert	Nation@	08717209-n	Cameroon	noun.location	Cameroon=	
02982473-a	Canadian	adj.pert	Nation@	08820121-n	Canada	noun.location	Canada=	
03052963-a	cantonal	adj.pert	StateOrProvince+	08725454-n	Canton	noun.location	City@	
02678371-a	Cappadocian	adj.pert	nil	08701161-n	Cappadocia	noun.location	GeographicArea@	
03104740-a	Carthaginian	adj.pert	City@	08919949-n	Carthage	noun.location	City@	
03054020-a	Catalan	adj.pert	GeopoliticalArea@	09028062-n	Catalonia	noun.location	LandArea@	
02843959-a	Caucasian	adj.pert	GeographicArea@	08519624-n	Caucasus	noun.location	LandArea@	
02843959-a	Caucasic	adj.pert	GeographicArea@	08519624-n	Caucasus	noun.location	LandArea@	
03004196-a	Central_American	adj.pert	LandArea@	08735705-n	Central_America	noun.location	LandArea@	
02688131-a	centroidal	adj.pert	ShapeAttribute+	08523217-n	centroid	noun.location	Region+	x
03118413-a	Ceylonese	adj.pert	Nation@	08718962-n	Ceylon	noun.location	Island@	
03054743-a	Chadian	adj.pert	Nation@	08720037-n	Chad	noun.location	Chad=	
02690613-a	Chaldaean	adj.pert	nil	08917881-n	Chaldea	noun.location	GeographicArea@	
02690613-a	Chaldean	adj.pert	nil	08917881-n	Chaldea	noun.location	GeographicArea@	
02690613-a	Chaldee	adj.pert	nil	08917881-n	Chaldea	noun.location	GeographicArea@	
02691839-a	Chechen	adj.pert	nil	09004625-n	Chechnya	noun.location	GeographicArea@	
02693802-a	Chian	adj.pert	Island@	08782976-n	Chios	noun.location	Island@	
02965985-a	Chilean	adj.pert	Nation@	08720481-n	Chile	noun.location	Chile=	
02964782-a	Chinese	adj.pert	Nation@	08730550-n	China	noun.location	GeopoliticalArea@	
02697329-a	civic	adj.pert	City=	08540903-n	city	noun.location	GeographicArea+	x
02967618-a	Colombian	adj.pert	Nation@	08732116-n	Colombia	noun.location	Colombia=	
02700918-a	communal	adj.pert	GeopoliticalArea+	08541609-n	commune	noun.location	County+	x
03056115-a	Congolese	adj.pert	LandArea@	08734385-n	Congo	noun.location	DemocraticRepublicOfTheCongo=	
02886406-a	continental	adj.pert	GeopoliticalArea@	09048460-n	Colony	noun.location	LandArea+	
02886263-a	Continental	adj.pert	Europe@	08696737-n	Continent	noun.location	Continent=	
02704686-a	corinthian	adj.pert	nil	08786432-n	Corinth	noun.location	City@	
02704344-a	Cornish	adj.pert	nil	08881398-n	Cornwall	noun.location	LandArea@	
03025252-a	Corsican	adj.pert	Island@	08941895-n	Corsica	noun.location	LandArea@	
03056693-a	Costa_Rican	adj.pert	Nation@	08736107-n	Costa_Rica	noun.location	CostaRica=	
02964107-a	Croatian	adj.pert	GeopoliticalArea@	08815858-n	Croatia	noun.location	Croatia=	
02943631-a	cross-sectional	adj.pert	Collection+	08548065-n	cross_section	noun.location	Region+	x
02969591-a	Cuban	adj.pert	Nation@	08750334-n	Cuba	noun.location	Cuba=	
03058754-a	Cyprian	adj.pert	GeopoliticalArea@	08756735-n	Cyprus	noun.location	Island@	
03058754-a	Cypriot	adj.pert	GeopoliticalArea@	08756735-n	Cyprus	noun.location	Island@	
03058754-a	Cypriote	adj.pert	GeopoliticalArea@	08756735-n	Cyprus	noun.location	Island@	
02961688-a	Czech	adj.pert	Nation@	08757569-n	Czechoslovakia	noun.location	Nation@	
02961688-a	Czechoslovakian	adj.pert	Nation@	08757569-n	Czechoslovakia	noun.location	Nation@	
03059551-a	Dalmatian	adj.pert	GeographicArea@	08819223-n	Dalmatia	noun.location	LandArea@	
03059688-a	damascene	adj.pert	City@	09033936-n	Damascus	noun.location	City@	
02960338-a	Danish	adj.pert	Nation@	08761244-n	Denmark	noun.location	Denmark=	
03060601-a	Delphian	adj.pert	City@	08786855-n	Delphi	noun.location	City@	
03060601-a	Delphic	adj.pert	City@	08786855-n	Delphi	noun.location	City@	
02871449-a	diocesan	adj.pert	GeopoliticalArea+	08550966-n	diocese	noun.location	GeopoliticalArea+	
03017659-a	Dipylon	adj.pert	GeopoliticalArea@	08785958-n	Dipylon_gate	noun.location	StationaryArtifact@	
03061762-a	Djiboutian	adj.pert	Nation@	08762495-n	Djibouti	noun.location	Djibouti=	
03062595-a	Dominican	adj.pert	Nation@	08752021-n	Dominican_Republic	noun.location	DominicanRepublic=	
02847207-a	Dorian	adj.pert	nil	08783444-n	Doris	noun.location	CognitiveAgent@	
02715047-a	dumpy	adj.pert	SubjectiveAssessmentAttribute+	08560027-n	dump	noun.location	LandArea+	x
02960686-a	Dutch	adj.pert	Nation@	08949093-n	Netherlands	noun.location	Netherlands=	
02941957-a	East_African	adj.pert	nil	08699426-n	East_Africa	noun.location	GeographicArea@	
02957699-a	East_German	adj.pert	Nation@	08768647-n	East_Germany	noun.location	Nation@	
02942077-a	East_Indian	adj.pert	nil	08841956-n	East_Indies	noun.location	LandArea@	
03046349-a	East_Pakistani	adj.pert	Nation@	08848731-n	Bangladesh	noun.location	Bangladesh=	
02966324-a	Ecuadorian	adj.pert	Nation@	08776687-n	Ecuador	noun.location	Ecuador=	
02971469-a	Egyptian	adj.pert	Nation@	08897065-n	Egypt	noun.location	Egypt=	
02720042-a	empyreal	adj.pert	Region+	08521267-n	empyrean	noun.location	Region@	x
02720042-a	empyrean	adj.pert	Region+	08521267-n	empyrean	noun.location	Region@	x
03003344-a	English	adj.pert	UnitedKingdom=	08871007-n	England	noun.location	UnitedKingdom=	
02871575-a	eparchial	adj.pert	GeopoliticalArea+	08551296-n	eparchy	noun.location	GeopoliticalArea+	x
02715677-a	Ephesian	adj.pert	nil	08788326-n	Ephesus	noun.location	City@	
02929637-a	equatorial	adj.pert	GeographicArea+	08568719-n	equator	noun.location	Region@	x
02721762-a	equinoctial	adj.pert	GeographicArea+	08568719-n	equator	noun.location	Region@	x
03064520-a	Eritrean	adj.pert	StateOrProvince@	08777544-n	Eritrea	noun.location	Eritrea=	
02723158-a	Estonian	adj.pert	Nation@	09012297-n	Estonia	noun.location	Estonia=	
03064693-a	Ethiopian	adj.pert	Nation@	08778061-n	Ethiopia	noun.location	Ethiopia=	
02725058-a	facial	adj.pert	nil	08510666-n	face	noun.location	Object+	x
03065969-a	Fijian	adj.pert	Nation@	08779149-n	Fiji	noun.location	Fiji=	
03066180-a	Filipino	adj.pert	Nation@	08981244-n	Philippines	noun.location	Philippines=	
02959553-a	Finnish	adj.pert	Nation@	08779504-n	Finland	noun.location	Finland=	
02871229-a	firmamental	adj.pert	Region+	08521267-n	firmament	noun.location	Region@	x
03066448-a	Flemish	adj.pert	LandArea@	08849549-n	Flanders	noun.location	Nation@	
02904916-a	Florentine	adj.pert	City@	08812166-n	Florence	noun.location	City@	
02958392-a	French	adj.pert	Nation@	08929922-n	France	noun.location	France=	
02732405-a	Frisian	adj.pert	Human+	08951777-n	Frisia	noun.location	GeographicArea@	
02732405-a	Frisian	adj.pert	Human+	08951385-n	Friesland	noun.location	StateOrProvince@	
03066825-a	Gabonese	adj.pert	Nation@	08945529-n	Gabon	noun.location	Gabon=	
02732569-a	Galilaean	adj.pert	Human+	08793914-n	Galilee	noun.location	GeographicArea@	
02732569-a	Galilean	adj.pert	Human+	08793914-n	Galilee	noun.location	GeographicArea@	
02958392-a	Gallic	adj.pert	Nation@	08929922-n	France	noun.location	France=	
03066978-a	Gallic	adj.pert	GeopoliticalArea@	08929722-n	Gaul	noun.location	LandArea@	
02978335-a	Galwegian	adj.pert	StateOrProvince@	08892058-n	Galloway	noun.location	LandArea@	
03067153-a	Gambian	adj.pert	Nation@	08945821-n	Gambia	noun.location	Gambia=	
02973056-a	Genoese	adj.pert	City@	08808452-n	Genoa	noun.location	City@	
02973056-a	Genovese	adj.pert	City@	08808452-n	Genoa	noun.location	City@	
03067957-a	Georgian	adj.pert	Nation@	09018848-n	Georgia	noun.location	RepublicOfGeorgia=	
03068198-a	Georgian	adj.pert	GeopoliticalArea@	09076421-n	Georgia	noun.location	LandArea@	
03067712-a	Georgian	adj.pert	StateOrProvince@	09075842-n	Georgia	noun.location	Georgia=	
02957469-a	German	adj.pert	Germany=	08766988-n	Germany	noun.location	Germany=	
03068473-a	Ghanaian	adj.pert	Nation@	08946187-n	Ghana	noun.location	Ghana=	
03068473-a	Ghanese	adj.pert	Nation@	08946187-n	Ghana	noun.location	Ghana=	
03068473-a	Ghanian	adj.pert	Nation@	08946187-n	Ghana	noun.location	Ghana=	
03068737-a	Gibraltarian	adj.pert	LandArea@	09028841-n	Gibraltar	noun.location	LandArea@	
02971311-a	Glaswegian	adj.pert	City@	08892971-n	Glasgow	noun.location	City@	
03016202-a	Grecian	adj.pert	Nation@	08780881-n	Greece	noun.location	Greece=	
03016202-a	Greek	adj.pert	Nation@	08780881-n	Greece	noun.location	Greece=	
03070230-a	greenside	adj.pert	PositionalAttribute+	08579780-n	green	noun.location	PuttingGreen=	x
03070697-a	Grenadian	adj.pert	Nation@	08946909-n	Grenada	noun.location	Island@	
03071022-a	Guatemalan	adj.pert	Nation@	08737041-n	Guatemala	noun.location	Guatemala=	
03071201-a	Guinean	adj.pert	Nation@	08947319-n	Guinea	noun.location	Guinea=	
03071374-a	Guyanese	adj.pert	Nation@	08948346-n	Guyana	noun.location	Guyana=	
03071651-a	Haitian	adj.pert	Nation@	08751494-n	Haiti	noun.location	Haiti=	
02738760-a	Hawaiian	adj.pert	nil	09079505-n	Hawaii	noun.location	Island@	
02738760-a	Hawaiian	adj.pert	nil	09078231-n	Hawaii	noun.location	Hawaii=	
02739085-a	Hebridean	adj.pert	Island+	08893223-n	Hebrides	noun.location	LandArea@	
03016202-a	Hellenic	adj.pert	Nation@	08780881-n	Greece	noun.location	Greece=	
02971672-a	Hindustani	adj.pert	LandArea@	08902422-n	Hindustan	noun.location	LandArea@	
03072673-a	hiplength	adj.pert	nil	08583682-n	hipline	noun.location	LengthMeasure+	x
03072673-a	hiplength	adj.pert	nil	08583554-n	hipline	noun.location	LineFormation+	x
03072028-a	Hispaniolan	adj.pert	Island@	08751317-n	Haiti	noun.location	Island@	
02742844-a	home	adj.pert	inhabits+	08490199-n	home	noun.location	Region+	x
02969241-a	Honduran	adj.pert	Nation@	08737716-n	Honduras	noun.location	Honduras=	
02961505-a	Hungarian	adj.pert	Nation@	08952190-n	Hungary	noun.location	Hungary=	
02958714-a	Iberian	adj.pert	LandArea@	08984567-n	Iberia	noun.location	LandArea@	
03074173-a	Icelandic	adj.pert	Nation@	08953324-n	Iceland	noun.location	Iceland=	
02928347-a	Indian	adj.pert	LandArea@	08900535-n	India	noun.location	India=	
02972194-a	Indonesian	adj.pert	Nation@	08907606-n	Indonesia	noun.location	Indonesia=	
02859053-a	infernal	adj.pert	SubjectiveStrongNegativeAttribute+	08582837-n	inferno	noun.location	Region+	x
02705138-a	intertidal	adj.pert	GeographicArea+	08596076-n	littoral	noun.location	LandArea+	x
02751177-a	Ionian	adj.pert	nil	08786283-n	Attica	noun.location	LandArea@	
02750948-a	Ionic	adj.pert	Building+	09042924-n	Ionia	noun.location	LandArea@	
03075470-a	Iraki	adj.pert	Nation@	08913434-n	Iraq	noun.location	Iraq=	
03075191-a	Iranian	adj.pert	Nation@	08910668-n	Iran	noun.location	Iran=	
03075470-a	Iraqi	adj.pert	Nation@	08913434-n	Iraq	noun.location	Iraq=	
03003744-a	Irish	adj.pert	Ireland=	08859173-n	Ireland	noun.location	Island@	
02902658-a	isothermic	adj.pert	nil	08590172-n	isotherm	noun.location	Icon+	x
02972925-a	Israeli	adj.pert	Nation@	08792548-n	Israel	noun.location	Israel=	
02957066-a	Italian	adj.pert	Nation@	08801678-n	Italy	noun.location	Italy=	
03076432-a	Jamaican	adj.pert	Nation@	08753933-n	Jamaica	noun.location	Jamaica=	
02965043-a	Japanese	adj.pert	Nation@	08921850-n	Japan	noun.location	Japan=	
03076663-a	Javan	adj.pert	Nation@	08908248-n	Java	noun.location	Island@	
03076663-a	Javanese	adj.pert	Nation@	08908248-n	Java	noun.location	Island@	
03077235-a	Jordanian	adj.pert	Nation@	08927186-n	Jordan	noun.location	Jordan=	
02968828-a	Kampuchean	adj.pert	Nation@	08716738-n	Cambodia	noun.location	Cambodia=	
03078234-a	Kashmiri	adj.pert	LandArea@	08975617-n	Kashmir	noun.location	LandArea@	
03107596-a	Katari	adj.pert	Nation@	08986905-n	Qatar	noun.location	Qatar=	
03078445-a	Kazakhstani	adj.pert	nil	09019726-n	Kazakhstan	noun.location	Kazakhstan=	
03078586-a	Kenyan	adj.pert	Nation+	08928193-n	Kenya	noun.location	Kenya=	
02967791-a	Korean	adj.pert	EthnicGroup@	08954611-n	Korea	noun.location	LandArea@	
